investor_id,firm,score,max_score,status,missing_fields,partner_count,portfolio_company_count,website,source_url,focus_sectors,investment_stage,geography,contact_links,updated_at
273,Partners for Growth,5,7,usable,partners; portfolio_companies,0,0,https://www.venturecapitaljournal.com/partners-for-growth-raises-276-mln-for-fifth-fund/,https://venturecapitaljournal.com/a-reckoning-for-saas-investors,B2B SaaS,Seed,India; United States; Europe,https://www.linkedin.com/showcase/venture-capital-journal/; https://twitter.com/vcjournal,2026-05-27T09:35:31.166621
335,PatentPC Ventures,5,7,usable,partners; portfolio_companies,0,0,https://patentpc.com,https://patentpc.com/blog/vc-firms-who-invest-in-artificial-intelligence-ai,Artificial Intelligence,Seed; Series A,North America,https://patentpc.com/contact,2026-05-27T09:54:19.012309
259,PayPro Global,5,7,usable,partners; portfolio_companies,0,0,https://payproglobal.com,https://payproglobal.com/answers/what-is-saas-investor-reporting,B2B SaaS,Series A; Seed; Pre-Seed,Global,https://payproglobal.com/vendor-support/; https://payproglobal.com/customer-support/; https://payproglobal.com/contact-sales/,2026-05-27T09:35:06.465833
153,Pendo,6,7,strong,partners,0,4,https://www.pendo.io/,https://pendo.io/digital-adoption/saas-portfolio-management,B2B SaaS,Seed,United States,https://www.pendo.io/solutions/pendo-for-product; https://www.pendo.io/solutions/pendo-for-it; https://www.pendo.io/solutions/pendo-for-revenue; https://www.pendo.io/solutions/pendo-for-marketing; https://www.pendo.io/pendo-for-enterprise; https://www.pendo.io/pendo-for-salesforce; https://go.pendo.io/demo-pendo.html,2026-05-27T09:35:06.628418
336,Pitch Deck Creators,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://pitchdeckcreators.com,https://pitchdeckcreators.com/blog-posts/vc-firms-in-europe,B2B SaaS,Seed; Series A,Europe,,2026-05-27T09:54:19.584371
154,PitchKitchen,4,7,usable,investment_stage; geography; partners,0,1,https://pitchkitchen.com,https://pitchkitchen.com/best-marketing-pe-backed-portfolio-companies,B2B SaaS,,,https://pitchkitchen.com/contact,2026-05-27T09:35:06.941809
155,Point Nine,5,7,usable,portfolio_companies; contact_links,1,0,https://www.pointnine.com/,,B2B SaaS,Seed; Pre-Seed; Series A,Europe; United States,,2026-05-27T06:01:49.559963
348,Practica Capital,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://shizune.co/investors/b2b-investors-europe#b2b-investors-europe-organization-practica-capital,https://shizune.co/investors/b2b-investors-europe,B2B SaaS,Seed; Series A,Europe,,2026-05-27T09:54:31.778630
156,Precursor Ventures,4,7,usable,geography; partners; portfolio_companies,0,0,https://precursor.vc/,,B2B SaaS,Seed,,https://signal.nfx.com/firms/precursor-ventures; https://signal.nfx.com/investors/charles-hudson,2026-05-27T06:01:49.559963
337,Preqin,3,7,thin,investment_stage; geography; partners; portfolio_companies,0,0,https://preqin.com,https://preqin.com/data/profile/asset/voice-ai-inc-/553010,Artificial Intelligence; B2B SaaS,,,https://preqin.com/contact-us,2026-05-28T05:29:48.937273
157,Private Equity List,5,7,usable,partners; portfolio_companies,0,0,https://privateequitylist.com/investors/industries/saas,https://privateequitylist.com/investors/industries/saas,B2B SaaS; Artificial Intelligence,Series A; Seed; Series B; Growth Stage,Middle East; Global; United States,mailto:privateequitylist@gmail.com; https://www.linkedin.com/company/private-equity-list/; https://t.me/PrivateEquityList; https://www.instagram.com/privateequitylist/,2026-05-27T09:35:07.228252
341,Project Voice Capital Partners,6,7,strong,portfolio_companies,2,0,https://pvcp.vc,https://pvcp.vc/invest,Voice AI; Artificial Intelligence,Seed,United States,https://pvcp.vc/about; https://pvcp.vc/invest; https://www.linkedin.com/in/bradleymetrock/; https://www.linkedin.com/in/marcladin/,2026-05-27T09:54:21.504309
233,Public Investment Fund (PIF),7,7,strong,,1,1,https://www.pif.gov.sa,https://crowell.com/en/insights/client-alerts/the-middle-easts-big-bet-on-artificial-intelligence-and-data-security,Artificial Intelligence,Growth Stage,Middle East,https://www.pif.gov.sa/en/Pages/ContactUs.aspx,2026-05-27T09:34:27.325479
340,Pulse 2.0,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://pulse2.com,https://pulse2.com/elevenlabs-500-million-arr-reached-as-ai-voice-platform-adds-blackrock-nvidia-and-jamie-foxx-as-investors,Artificial Intelligence; B2B SaaS,,United States; Europe,https://www.linkedin.com/company/pulse2news,2026-05-27T09:54:21.103489
260,PwC,5,7,usable,partners; portfolio_companies,0,0,https://pwc.com,https://pwc.com/m1/en/media-centre/articles/why-the-middle-east-is-betting-big-on-ai.html,Artificial Intelligence,Series A,Global,https://www.pwc.com/gx/en/issues/workforce/hopes-and-fears.html,2026-05-27T09:35:08.763859
292,Qapita,5,7,usable,partners; portfolio_companies,0,0,https://qapita.com,https://qapita.com/in/blog/top-angel-investors-in-india,Artificial Intelligence; B2B SaaS,Seed; Series A,India; United States,https://qapita.com/about; https://qapita.com/locations; https://trust.qapita.com/; https://qapita.com/products,2026-05-27T09:54:22.275304
159,Qubit Capital,6,7,strong,partners,0,1,https://qubit.capital,https://qubit.capital/blog/series-a-b-funding-strategies-healthtech,B2B SaaS; Artificial Intelligence,Seed; Series A,United States; Europe; India,https://qubit.capital/investor-outreach; https://qubit.capital/data-room-creation; https://qubit.capital/book-an-appointment,2026-05-27T09:54:22.810244
342,Raise Summit,5,7,usable,partners; portfolio_companies,0,0,https://raisesummit.com/,https://raisesummit.com/post/2026-ai-investment-thesis-top-vcs-deploying-capital,Artificial Intelligence; B2B SaaS,Seed,United States; Europe,https://www.linkedin.com/company/raise-summit/; https://chat.whatsapp.com/KpMHmNrb3oKJYPPjcgBzew; https://x.com/RaiseSummit; mailto:support@raisesummit.com,2026-05-27T09:54:23.076353
261,Recognize,5,7,usable,investment_stage; partners,0,3,https://recognize.com,https://recognize.com/investments,Artificial Intelligence,,India; United States,https://recognize.com/privacy-policy/; https://recognize.com/team; https://recognize.com/people; https://recognize.com/approach/,2026-05-28T05:21:37.069697
160,Redbud VC,6,7,strong,portfolio_companies,2,0,https://redbud.vc/,https://redbud.vc/latest/list-of-best-pre-seed-vcs-writing-first-checks-for-ai-and-saas-companies-335bc5d9,B2B SaaS; Artificial Intelligence,Series A; Seed,United States; Europe,https://redbud.vc/portfolio; https://redbud.vc/initiatives; https://redbud.vc/team; https://redbud.vc/latest; https://redbud.vc/pitch; https://redbud.beehiiv.com/; https://www.linkedin.com/company/redbudvc/?viewAsMember=true; https://x.com/redbudvc; https://medium.com/redbudvc,2026-05-27T09:54:23.402816
161,Republic,6,7,strong,partners,0,6,https://republic.com,https://republic.com/help/the-complete-list-of-tier-1-and-notable-vcs-and-angel-investors,Artificial Intelligence,Series A; Seed,Global,https://republic.com/login; https://republic.com/open-account; https://republic.com/register?after_sign_in=/companies; https://republic.com/companies; https://republic.com/ventures; https://republic.com/trading; https://republic.com/raise; https://republic.com/sharedrops; https://republic.com/launchpad; https://republic.com/tokenization; https://republic.com/infrastructure; https://republic.com/advisory; https://apps.apple.com/us/app/republic-invest-in-startups/id1475230022; https://play.google.com/store/apps/details?id=com.republicmobile&hl=en; https://republic.com/film; https://republic.com/bitget; https://republic.com/hamilton-lane-private-infrastructure-fund; https://republic.com/mirror; https://republic.com/note; https://republic.com/note/updates/inx-acquisition-closes,2026-05-27T09:35:10.688600
162,Resonate,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.resonatehq.com/,https://resonatehq.com/blog/ai-in-b2b,B2B SaaS; Artificial Intelligence,,Global,https://www.resonatehq.com/contact,2026-05-27T09:35:10.928150
163,RevTek Capital,6,7,strong,partners,0,18,https://revtekcapital.com,https://revtekcapital.com/ai-driven-saas,B2B SaaS; Artificial Intelligence,Seed; Series A,Global,https://www.linkedin.com/company/revtek-capital/; https://twitter.com/RevTekCapital,2026-05-27T09:54:24.394501
164,Rho,5,7,usable,partners; portfolio_companies,0,0,https://www.rho.co,https://rho.co/blog/vcs-in-b2b,B2B SaaS; Artificial Intelligence,Series A; Seed,India; United States,https://www.rho.co/contact; https://www.rho.co/startups; https://www.rho.co/solutions/smallbusiness; https://www.rho.co/solutions/enterprise; https://www.rho.co/solutions/accountants; https://www.rho.co/solutions/banks; https://www.rho.co/solutions/brands,2026-05-27T09:35:12.992868
344,Rho Ventures,6,7,strong,partners,0,3,https://www.rho.com/,https://rho.co/blog/vcs-in-software,B2B SaaS; Enterprise AI,Series B,United States,https://www.rho.com/; https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftracxn.com%2Fd%2Fventure-capital%2Frhocapitalpartners%2F__i6SH80wB1H0OkdygvdGPOF9a1W1ubSS2-CBkKh5nVp0; https://twitter.com/intent/tweet?url=https%3A%2F%2Ftracxn.com%2Fd%2Fventure-capital%2Frhocapitalpartners%2F__i6SH80wB1H0OkdygvdGPOF9a1W1ubSS2-CBkKh5nVp0; https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftracxn.com%2Fd%2Fventure-capital%2Frhocapitalpartners%2F__i6SH80wB1H0OkdygvdGPOF9a1W1ubSS2-CBkKh5nVp0; mailto:?subject=Rho%20Capital%20Partners%20Company%20profile%20on%20Tracxn&body=Hi!%0D%0A%0D%0AI%20would%20like%20you%20to%20take%20a%20look%20at%20this%20Company%20profile%20I%20found%20on%20Tracxn%20:%20https://tracxn.com/d/venture-capital/rhocapitalpartners/__i6SH80wB1H0OkdygvdGPOF9a1W1ubSS2-CBkKh5nVp0,2026-05-27T11:16:12.331298
165,River Saas Capital,5,7,usable,partners; portfolio_companies,0,0,https://riversaascapital.com,https://riversaascapital.com/blog/setting-up-for-success-in-the-saas-growth-stage,B2B SaaS,Growth Stage,Global; United States,https://www.riversaascapital.com/contact/,2026-05-27T09:35:13.574608
167,Rockwood Equity,4,7,usable,focus_sectors; investment_stage; partners,0,1,https://www.rockwoodequity.com,,,,Global,https://www.rockwoodequity.com/contact-submit-an-opportunity/,2026-05-27T06:01:49.559963
168,SaaS Founding,3,7,thin,investment_stage; geography; partners; portfolio_companies,0,0,https://payproglobal.com/,https://payproglobal.com/team,B2B SaaS,,,https://www.linkedin.com/company/saas-founding/; https://twitter.com/saasfounding,2026-05-28T05:30:05.593446
169,SaaS Private Equity Firms512,5,7,usable,partners; portfolio_companies,0,0,https://privateequitylist.com,https://privateequitylist.com/investors/venture-capital/saudi-arabia/saas,B2B SaaS; Artificial Intelligence,Series A; Seed,Global; India; United States; Europe; Middle East,mailto:privateequitylist@gmail.com; https://www.linkedin.com/company/private-equity-list/; https://t.me/PrivateEquityList; https://www.instagram.com/privateequitylist/,2026-05-27T09:35:07.569527
170,SaaS Ventures,7,7,strong,,1,11,https://saasventurecapital.com/,,B2B SaaS; Artificial Intelligence,Series B; Pre-Seed; Series A; Growth Stage; Seed,United States; Middle East,https://www.linkedin.com/company/saas-ventures/; https://twitter.com/saasventures,2026-05-27T06:01:49.559963
345,Saasholic,4,7,usable,geography; partners; portfolio_companies,0,0,https://saasholic.com/,https://saasholic.com/investors,B2B SaaS,Seed,,https://saasholic.com/contact; https://saasholic.com/companies#,2026-05-27T09:54:27.892051
262,Sadu Capital,5,7,usable,partners; portfolio_companies,0,0,https://sadu.vc,https://sadu.vc/top-10-vc-firms-in-saudi,B2B SaaS; Artificial Intelligence,Seed; Pre-Seed,Middle East,https://www.sadu.vc/get-in-touch,2026-05-27T09:35:14.554462
171,Scale Capital,5,7,usable,partners; portfolio_companies,0,0,https://scalecapital.com,https://scalecapital.com/stories/cutting-through-the-noise-in-the-generative-ai-landscape-as-an-early-stage-investor,B2B SaaS; Artificial Intelligence,Series A; Seed,Europe,https://www.scalecapital.com/contact#funding; https://www.scalecapital.com/contact#invest; https://www.scalecapital.com/contact#co-invest; https://www.scalecapital.com/contact#press; https://www.scalecapital.com/contact#something-else,2026-05-27T09:35:14.711363
346,Scale Venture Partners,6,7,strong,portfolio_companies,1,0,https://scalevp.com,https://scalevp.com/blog/a-vc-explains-the-one-thing-you-should-know-about-vcs-their-investment-thesis-with-rory,B2B SaaS,Seed; Series A,United States,https://scalevp.com/blog/a-vc-explains-the-one-thing-you-should-know-about-vcs-their-investment-thesis-with-rory,2026-05-27T09:54:29.209643
172,Schroders Investments,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.schroders.com/,,Artificial Intelligence,,Global,https://www.schroders.com/en/about-us/contact-us/,2026-05-27T06:01:49.559963
173,ScOp Venture Capital,6,7,strong,partners,0,1,https://scopvc.com,https://scopvc.com/saas-venture-capital-firms,B2B SaaS; Artificial Intelligence,Seed; Pre-Seed,Global; Santa Barbara; United States,https://www.facebook.com/ScOpVC/; https://twitter.com/ScOpVC; https://www.linkedin.com/company/scop-venture-capital/,2026-05-27T09:54:29.949409
174,Scribd,4,7,usable,partners; portfolio_companies; contact_links,0,0,https://scribd.com,https://scribd.com/document/939189091/Why-Investors-Should-Pay-Attention-to-Vertical-AI,Artificial Intelligence,Seed; Series A,United States,,2026-05-27T09:35:15.444222
359,Seaplane Ventures LLC,5,7,usable,partners; portfolio_companies,0,0,https://www.seaplaneventures.com/,https://thefounders.group/texas/devtools,Artificial Intelligence,Pre-Seed; Seed,United States,https://www.seaplaneventures.com/,2026-05-27T09:54:44.467710
175,Seed Capital,5,7,usable,partners; portfolio_companies,0,0,https://seedscapital.sg,https://seedscapital.sg/for-startups/co-investment-partners/all-partners,Artificial Intelligence,Series A; Seed,Southeast Asia; Singapore,https://www.seedscapital.sg/contact; https://www.seedscapital.sg/about; https://www.seedscapital.sg/people; https://www.seedscapital.sg/partners; https://seedscapital.sg/contact,2026-05-27T09:54:30.719724
176,SeedBlink,6,7,strong,partners,0,1,https://seedblink.com/,https://seedblink.com/blog/ready-to-invest-european-vcs-with-fresh-funds-raised-in-h2-2025,B2B SaaS,Series A; Seed,Europe,https://seedblink.com/portfolio; https://investors.seedblink.com/; https://seedblink.com/welcome-to-seedblink; https://seedblink.com/prepare-for-fundraising; https://seedblink.com/raise-hub; https://seedblink.com/equity-management; https://seedblink.com/esop-management; https://seedblink.legal/; https://seedblink.com/investment-syndicate; https://seedblink.com/investors-solutions; https://seedblink.com/portfolio-tracking; https://seedblink.com/secondary-market-offers; https://seedblink.com/pricing; https://seedblink.com/blog; https://seedblink.com/fundraising-academy; https://seedblink.com/case-studies; https://seedblink.com/team,2026-05-27T09:54:30.282152
177,Seedcamp,6,7,strong,partners,0,2,https://seedcamp.com/,https://pitchdeckcreators.com/blog-posts/vc-firms-in-europe,B2B SaaS; Artificial Intelligence,Seed,Europe; Global,https://seedcamp.com/contact/; https://twitter.com/seedcamp; https://www.linkedin.com/company/seedcamp/,2026-05-26T11:52:11.375894
347,SeedLegals,5,7,usable,partners; portfolio_companies,0,0,https://seedlegals.com,https://seedlegals.com/resources/top-london-vcs,B2B SaaS,Seed; Series A,India; United States; Europe,https://seedlegals.com/team; https://seedlegals.com/talk-to-an-expert/,2026-05-27T09:54:30.482542
264,SEEDS Capital,5,7,usable,partners; portfolio_companies,0,0,https://seedscapital.sg,https://seedscapital.sg/for-startups/co-investment-partners/all-partners,Artificial Intelligence,Series A; Seed,United States; Europe; Singapore,https://seedscapital.sg/contact,2026-05-27T09:35:16.502504
265,Seedtable,5,7,usable,partners; portfolio_companies,0,0,https://seedtable.com,https://seedtable.com/investors-software-as-a-service-saas,Artificial Intelligence; B2B SaaS,Series A; Seed,Global,https://seedtable.com/contact; mailto:hello@seedtable.com; https://seedtable.com/agents; https://seedtable.com/newsletter,2026-05-27T09:35:16.862505
178,Sequoia Capital,6,7,strong,partners,0,3,https://www.sequoiacap.com/,,Voice AI; B2B SaaS; Artificial Intelligence; Enterprise AI,Series B; Pre-Seed; Series A; Growth Stage; Seed,United States,https://www.sequoiacap.com/contact/,2026-05-27T06:01:49.559963
179,Shizune,6,7,strong,partners,0,8,https://shizune.co,https://shizune.co/investors/saas-investors-middle-east,Artificial Intelligence; B2B SaaS,Series A; Seed; Growth Stage; Series B,Middle East; Global; United Kingdom; United States; Germany; India; Australia; Canada; New Zealand; South Korea; Ireland; Saudi Arabia; Brazil; Armenia; Qatar; Asia; Sri Lanka; Europe,https://app.shizune.co/sign-up?utm_source=investor_charts; https://shizune.co/investors/artificial-intelligence-vc-funds-middle-east; https://shizune.co/investors; https://shizune.co/investors/marketplace-investors; https://shizune.co/investors/gaming-investors; https://shizune.co/investors/community-investors; https://shizune.co/investors/proptech-investors; https://shizune.co/investors/biotech-investors; https://shizune.co/investors/impact-investors; https://shizune.co/investors/health-care-investors; https://shizune.co/investors/fintech-investors,2026-05-27T09:54:33.294688
180,Sierra Ventures,7,7,strong,,6,11,https://www.sierraventures.com,https://sierraventures.com/portfolio-ai-data,Artificial Intelligence; B2B SaaS,Seed; Series A,Global; India; United States,https://twitter.com/SierraVentures; https://www.linkedin.com/company/sierra-ventures/; https://sierraventures.com/?hsLang=en; mailto:info@sierraventures.com,2026-05-27T09:54:34.907296
181,Sify,6,7,strong,partners,0,1,https://sify.com/,https://sify.com/ai-analytics/how-can-indian-ai-startups-access-global-vc-funds,Artificial Intelligence,Series A,India,https://www.sify.com/; https://www.facebook.com/sify; https://twitter.com/sifydotcom; https://instagram.com/sifytech/; https://linkedin.com/company/sify; https://sifysitemap.xml,2026-05-26T07:14:58.636503
266,Sify Technologies Ltd,5,7,usable,partners; portfolio_companies,0,0,https://www.sify.com/,https://sify.com/ai-analytics/how-can-indian-ai-startups-access-global-vc-funds,Artificial Intelligence,Series A,India; United States; Europe,https://www.facebook.com/sify; https://twitter.com/sifydotcom; https://www.instagram.com/sifytech/; https://www.linkedin.com/company/sify; https://www.sify.com/sify-disclaimer/; https://www.sify.com/sifys-privacy-policy/; https://careers.sifytechnologies.com/; https://www.sify.com/sitemap_index.xml,2026-05-27T09:35:20.515869
182,Silicon Valley Bank,5,7,usable,partners; portfolio_companies,0,0,https://www.svb.com/,https://svb.com/trends-insights/reports/state-of-enterprise-software,B2B SaaS; Artificial Intelligence,Series B; Growth Stage; Seed; Series A; Pre-Seed,Global,https://www.svb.com/about-svb/; https://www.svb.com/startup-banking/; https://www.svb.com/series-a/; https://www.svb.com/venture-funded/; https://www.svb.com/corporate-banking/,2026-05-27T09:54:43.096808
369,Sky9 Capital,6,7,strong,partners,0,22,https://www.sky9capital.com/,https://sky9capital.com/blog/blog-fintech-vc-firms-founders-prioritize-2026,Artificial Intelligence; B2B SaaS,Seed; Series A,India; United States,https://www.sky9capital.com/,2026-05-27T09:54:37.020654
183,Slidebean,5,7,usable,partners; portfolio_companies,0,0,https://slidebean.com,https://slidebean.com/top-venture-capital-firms-in/india,B2B SaaS,Series A; Seed,United States; Europe; India,https://slidebean.com/about; https://slidebean.com/pitch-deck-consultants; mailto:info@slidebean.com?subject=Hello%20Slidebean; https://www.linkedin.com/company/slidebean/; https://twitter.com/slidebean; https://www.facebook.com/slidebean/; https://www.instagram.com/slidebean/,2026-05-27T09:54:39.045716
184,Softbank Group,7,7,strong,,1,2,https://www.softbank.jp/en/corp/,https://growthlist.co/ai-vc,Artificial Intelligence,Growth Stage,Global,https://www.softbank.jp/en/contact/; https://twitter.com/SoftBank; https://www.linkedin.com/company/softbank/; https://www.softbank.jp/en/corp/,2026-05-27T09:53:50.130646
185,Software Analyst Cyber Research,5,7,usable,partners; portfolio_companies,0,0,https://softwareanalyst.substack.com,https://softwareanalyst.substack.com/p/enterprise-software-investing-playbook,B2B SaaS,Seed,United States,https://softwareanalyst.substack.com/@softwareanalyst,2026-05-27T09:35:22.238153
349,Sorenson Capital,5,7,usable,geography; portfolio_companies,6,0,https://sorensoncapital.com,https://sorensoncapital.com,B2B SaaS,Seed,,https://sorensoncapital.com/contact; https://www.sorensoncapital.com/team/brady-broadbent/; https://www.sorensoncapital.com/team/burke-davis/; https://www.sorensoncapital.com/team/ken-elefant/; https://www.sorensoncapital.com/team/eric-hilton/; https://www.sorensoncapital.com/team/bert-roberts/; https://www.sorensoncapital.com/team/rob-rueckert/; https://sorensoncapital.com/; https://sorensoncapital.com/about; https://sorensoncapital.com/our-approach,2026-05-27T12:00:28.334778
186,Sorenson Capital Partners,7,7,strong,,1,8,https://www.sorensoncapital.com/,,B2B SaaS; Artificial Intelligence,Series A; Series B; Seed; Growth Stage,Global,https://www.linkedin.com/company/sorenson-capital-partners/; https://twitter.com/sorensoncap,2026-05-26T07:15:01.729811
187,SOSV,3,7,thin,geography; partners; portfolio_companies; contact_links,0,0,https://shizune.co,https://shizune.co/team,B2B SaaS,Seed,,,2026-05-28T05:30:11.212921
350,Speedinvest,7,7,strong,,2,2,https://speedinvest.com,https://speedinvest.com/ai-and-infra,Artificial Intelligence; B2B SaaS,Seed; Series A,Europe,https://speedinvest.com/contact; https://twitter.com/speedinvest; https://www.linkedin.com/company/speedinvest/,2026-05-27T09:54:39.636439
188,Startup Europe Partnership,5,7,usable,partners; portfolio_companies,0,0,http://www.startupeuropepartnership.eu/,https://startupeuropepartnership.eu/investor,B2B SaaS,Seed,United States; Europe,http://www.twitter.com/SEP_EU; https://www.facebook.com/StartupEuropePartnership; https://www.youtube.com/channel/UC_L62zmgBb-zn-Tba8dz2EQ/feed; mailto:info@startupeuropepartnership.eu,2026-05-27T09:35:23.158591
352,Startup Investors Directory,5,7,usable,partners; portfolio_companies,0,0,https://www.startupinvestorsdirectory.com,https://startupinvestorsdirectory.com,Artificial Intelligence,Seed,India; United States,https://www.startupinvestorsdirectory.com/newsletters; https://www.startupinvestorsdirectory.com/join-today; https://www.startupinvestorsdirectory.com/about/contact,2026-05-27T09:54:40.370844
189,Startup Science,4,7,usable,focus_sectors; partners; portfolio_companies,0,0,https://www.startupscience.io/,,,Series B; Pre-Seed; Series A; Growth Stage; Seed,Global,https://www.linkedin.com/in/gregoryshepard/; https://twitter.com/gregoryshepard,2026-05-26T07:15:02.967161
190,State Street Alpha,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.statestreet.com/alpha,,Artificial Intelligence,,Global,https://www.linkedin.com/in/joergjosefambrosius/; https://www.linkedin.com/in/aman-t-a916058/; https://www.linkedin.com/in/johnplansky/,2026-05-26T07:15:03.170726
353,Stellaris Venture Partners,6,7,strong,partners,0,1,https://stellarisvp.com,https://stellarisvp.com/blog/voice-ai-thesis-building-defensibility-against-commoditization,Voice AI,Seed,India; United States,https://stellarisvp.com/team/sayantan-sarkar,2026-05-27T09:54:40.591620
354,Storm Ventures,6,7,strong,portfolio_companies,3,0,https://stormventures.com,https://stormventures.com/blog,Artificial Intelligence; B2B SaaS,Seed,Europe,https://stormventures.com/team-members/ryan-floyd; https://stormventures.com/team-members/minjoo-kim; https://stormventures.com/team-members/tae-hea-nahm,2026-05-27T09:54:41.002356
358,Struck Capital,5,7,usable,partners; portfolio_companies,0,0,https://struckcapital.com/,https://thefounders.group/california/devtools,B2B SaaS; Enterprise AI,Seed; Series A,"Los Angeles, CA",https://struckcapital.com/,2026-05-27T09:54:44.261613
191,STV,6,7,strong,partners,0,1,https://stv.vc,https://sadu.vc/the-most-active-vc-firms-in-mena,B2B SaaS; Artificial Intelligence,Growth Stage; Seed,Middle East; Saudi Arabia; North Africa,mailto:inbound@stv.vc; https://stv.vc/blog/en/2025/7/14/stv-leads-sawt-building-arabic-native-voice-ai-enterprise; https://stv.vc/blog/en/stv-ai-fund; https://stv.vc/blog/en/stv-alpha,2026-05-27T09:54:28.943476
267,Superscout,5,7,usable,partners; portfolio_companies,0,0,https://superscout.co/,https://superscout.co/sector/devtools,Artificial Intelligence; B2B SaaS,Series A; Seed,United States; Global; India,https://superscout.co/; https://superscout.co/programs; https://superscout.co/app; https://superscout.co/investors; https://superscout.co/about#; https://superscout.co/scouts; https://superscout.co/partners/contact,2026-05-27T09:54:42.865647
318,SV Angel,7,7,strong,,1,10,https://www.svangel.com/,https://folk.app/angel-investors/ai-angel-investors,Artificial Intelligence; B2B SaaS,Seed; Series A; Series B,Global,https://www.linkedin.com/company/sv-angel; https://www.twitter.com/svangel; https://www.svangel.com/; mailto:topher@svangel.com,2026-05-27T09:53:39.497747
192,SWFI (Sovereign Wealth Fund Institute),5,7,usable,partners; contact_links,0,2,https://swfinstitute.org/,https://swfinstitute.org/profiles/venture-capital-firm/middle-east,B2B SaaS; Artificial Intelligence; Voice AI; Enterprise AI,Series A; Seed; Growth Stage; Series B,Middle East,,2026-05-26T07:15:03.692429
193,Team 4,4,7,usable,geography; partners; portfolio_companies,0,0,https://www.team4.agency,https://www.team4.agency/about,B2B SaaS,Seed,,https://twitter.com/team4agency; https://www.linkedin.com/company/team4agency/; https://www.team4.agency/get-in-touch,2026-05-27T12:03:41.275135
371,Temasek,5,7,usable,partners; portfolio_companies,0,0,https://www.temasek.com.sg,https://svca.org.sg/sites/default/files/2025-10/Cento_SE-Asia-Tech-Investment_2024.pdf,Artificial Intelligence; B2B SaaS,Seed; Series A,India; United States; Europe,mailto:enquiries@svca.org.sg,2026-05-27T09:54:43.264227
355,ThatRound,5,7,usable,partners; portfolio_companies,0,0,https://thatround.com/,https://thatround.com/rankings/best-angel-networks-artificial-intelligence,Artificial Intelligence,Seed,United Kingdom,https://thatround.com/contact; https://linkedin.com/company/thatround; mailto:hello@thatround.com; mailto:press@thatround.com,2026-05-27T09:54:43.494855
357,The AI World Summit,4,7,usable,focus_sectors; partners; portfolio_companies,0,0,https://theaiworld.org,https://theaiworld.org/news/vobizai-raises-1m-seed-round-for-ai-voice-infrastructure,,Seed,India; Europe,https://theaiworld.org/nominations-education; https://theaiworld.org/nomiations-hr-lnd; https://theaiworld.org/attend; https://theaiworld.org/#itinerary,2026-05-27T09:54:44.081311
194,The Carlyle Group,6,7,strong,partners,0,1,https://thl.com/companies,https://thl.com/automation,Artificial Intelligence,Growth Stage,Global,https://thl.com/disclaimer/; https://www.linkedin.com/company/thoma-hawkins-ludwig-venture-partners/; https://twitter.com/thlvp,2026-05-26T07:15:04.229110
195,The CrowdSpace,2,7,thin,focus_sectors; investment_stage; geography; partners; portfolio_companies,0,0,https://thecrowdspace.com,https://thecrowdspace.com/team,,,,https://thecrowdspace.com/fr/cookie/#cmplz-manage-consent-container; https://thecrowdspace.com/fr/cookie/#cmplz-cookies-overview; https://thecrowdspace.com/fr/cookie/#cmplz-tcf-wrapper; https://thecrowdspace.com/fr/privacy-policy/; https://thecrowdspace.com/fr/imprint/; https://cookiedatabase.org/tcf/purposes/; https://thecrowdspace.com/cookie/; https://thecrowdspace.com/privacy-policy/; https://thecrowdspace.com/imprint/; https://thecrowdspace.com/team; https://thecrowdspace.com/de/cookie/#cmplz-manage-consent-container; https://thecrowdspace.com/de/cookie/#cmplz-cookies-overview; https://thecrowdspace.com/de/cookie/#cmplz-tcf-wrapper; https://thecrowdspace.com/de/privacy-policy/; https://thecrowdspace.com/de/imprint/,2026-05-28T05:26:13.840891
360,The SaaS News,4,7,usable,geography; partners; portfolio_companies,0,0,https://thesaasnews.com/,https://thesaasnews.com/news/simple-ai-lands-14-million-in-seed-round,B2B SaaS; Artificial Intelligence,Seed,,https://www.thesaasnews.com/contact-us,2026-05-27T09:54:45.187732
196,The VC Corner,4,7,usable,investment_stage; partners; portfolio_companies,0,0,https://www.thevccorner.com/,https://www.thevccorner.com/team,B2B SaaS; Artificial Intelligence,,Global,https://www.thevccorner.com/; https://www.thevccorner.com/about,2026-05-28T05:22:08.010768
197,Thl,3,7,thin,focus_sectors; partners; portfolio_companies; contact_links,0,0,https://thl.com/companies,https://thl.com/automation,,Series B; Seed; Series A; Growth Stage,United States; Europe; India; Middle East; Southeast Asia; Global,,2026-05-27T06:01:49.559963
257,Thoma Bravo,4,7,usable,website; partners; contact_links,0,1,,https://mikesonders.com/largest-saas-companies,B2B SaaS,Growth Stage,United States,,2026-05-27T09:35:00.820510
